app_name,app_id,review_id,username,review,rating,thumbs_up,at
Gojek,com.gojek.app,32088870-2702-4862-9df6-6bf775e30ac9,Sam Adi,sangat membantu,5,0,2026-05-10 18:12:02
Gojek,com.gojek.app,1df995bb-ecaa-48a4-83d4-fa58518699c2,Harigeo Tenangtirta,Mantapppp,5,0,2026-05-10 18:04:09
Gojek,com.gojek.app,6f9b051d-8e9f-4888-8d15-ba5ada0abf63,Desiarianti Desi,makasih,5,0,2026-05-10 17:44:43
Gojek,com.gojek.app,bd797adb-44f0-445f-bf36-10af77c3ad83,Al Thyra10,murah dan pelayanannya sangat baik,5,0,2026-05-10 17:38:02
Gojek,com.gojek.app,eafab3c4-2b33-4048-b100-233e8ef0d09d,Ananda Hafizah,"kecewa sekali dgn apk ini,buka gopay sdh disetujui.tinggal tanda tangan digital eh susahnya minta ampun gk bs ke buka.cpk jg hrs mencoba trs.mohon diperbaiki systemnya",2,0,2026-05-10 17:36:49
Gojek,com.gojek.app,102077d3-8570-4bb9-9336-8a280d9beeba,Ludphi Ichwanto,tidak semua nya baik,3,0,2026-05-10 17:35:16
Gojek,com.gojek.app,40674f2c-ce09-43a9-87d0-bb81498dad09,Arash praditya,Drivernya pada gamau anter gofood yang pake voucher😂,1,0,2026-05-10 17:32:46
Gojek,com.gojek.app,8c0ce655-dc08-4e6d-b168-881725fffb8a,AMIR Mahmud,"saya kasih bintang 1 saya pesan 2× gagal saldo blm masuk² ( di kembalikan ) saya tunggu saldo saya kembali kalau tidak saya uninstall apk""nya nnti saya beri ulasan lebih jelek jangan jadi koruptor bos emank sih ga seberapa besar uang""nya tapi uang itu hasil saya kerja & keringat saya sendiri terima kasih",1,1,2026-05-10 17:21:24
Gojek,com.gojek.app,7fdf08e5-597b-4e72-842e-040a8ebefcd0,Ardhiansyah,"KFC buka tutup setiap 30 menit dan promo hilang saat buka kembali. jika telah pesan, nggak dapat driver.",1,0,2026-05-10 17:10:55
Gojek,com.gojek.app,ec53ab37-b1b5-4c28-ba9c-2309f3969ef4,Jerry s Aulia,mantap say,5,0,2026-05-10 16:56:00
Gojek,com.gojek.app,582835cf-cba9-4028-9bf2-621568af9f07,Febi A. H.,baik-baik saja kok...,5,0,2026-05-10 16:48:34
Gojek,com.gojek.app,b937960f-d423-4b46-b72a-743ab8b7f327,agus susanto,pelayanan bagus,5,0,2026-05-10 16:43:53
Gojek,com.gojek.app,88d4cd7b-7c1a-4a7b-b597-c19e7a5305f8,Santos Tampubolon,istimewa,5,0,2026-05-10 16:43:12
Gojek,com.gojek.app,71875b42-ecec-4e78-a236-1d0fe4212c51,Nur Fitriani,sejauh ini oke apk ini,5,0,2026-05-10 16:40:28
Gojek,com.gojek.app,95c07b8a-f4e6-4bf9-bd14-68832096b0a2,Bambang teguh,"sangat membantu , bisa diandalkan",5,0,2026-05-10 16:35:09
Gojek,com.gojek.app,10f795df-a179-4898-9180-c05d94be74be,Haikal Ical,bagus sekali apk nya,5,0,2026-05-10 16:34:58
Gojek,com.gojek.app,59a992ae-9dbf-44b1-9c2c-48687799fdbc,Sabita Nindia,"driver yg nganter makanan sering banget udh dikasih tip tiba"" ngga jadi dia yg nganter parahh, tolong diperbaiki sikap nya",3,0,2026-05-10 16:29:01
Gojek,com.gojek.app,d8b346d8-8023-4c18-9375-a12502a076e7,yandi troy,top transaksi on line,5,0,2026-05-10 16:26:18
Gojek,com.gojek.app,61d52d77-c4d8-4819-8c44-c638e64a04c4,Maichel Abo,aplikasi nya sangat memudahkan,5,0,2026-05-10 16:13:43
Gojek,com.gojek.app,aa321b3b-7262-486c-a77b-61a00fe1ac11,Basuki Rakhmat,Pelayanan Bagus,5,0,2026-05-10 16:09:25
Gojek,com.gojek.app,8d7ff46e-46bf-43e0-828d-b5f17be8343b,Katarina Rusi Jayanti (Ina),Aplikasinya cukup bagus dan berguna 👍🏻,4,0,2026-05-10 15:57:00
Gojek,com.gojek.app,9d3aa853-e242-439e-b256-da757379e812,Fitri Yuliani,drivernya ramah,5,0,2026-05-10 15:48:31
Gojek,com.gojek.app,e30a5230-7ac2-44fe-8d13-d2ec4a362b08,eka prasetya,kecewa parah,2,1,2026-05-10 15:46:11
Gojek,com.gojek.app,e16f53af-a91f-4c33-97f2-0ef4b07cb7bf,Evin Ade,knpa skrg susah bgt dpt driver sih males,4,0,2026-05-10 15:36:55
Gojek,com.gojek.app,576e82d7-3dd6-4114-9a1f-87352b6015f9,Bang Sis,sopir sangat melayani,5,0,2026-05-10 15:27:49
Gojek,com.gojek.app,c61f0835-f4bc-49f2-9d5f-41804bfbb0c9,Ayam Panggang,mempermudaah segalanyaa,5,0,2026-05-10 15:27:48
Gojek,com.gojek.app,dfb152a2-bded-4939-b200-989e620b52a8,nilam chiva,"Punya masalah susah sekali telfon cs nya. Menghubungi lewat sosial media juga tidak berguna, minim respon ketika ada masalah. Sangat tidak di rekomendasikan menggunakan ini, cari aplikasi lain saja yang bisa lebih membantu.",1,0,2026-05-10 15:17:21
Gojek,com.gojek.app,9dd2b8b8-34e7-4234-a85e-7eb4e0986d87,As Ila,terimakasih mantab Yo,5,0,2026-05-10 15:05:12
Gojek,com.gojek.app,42a11833-8ab1-4eaf-847c-4ae46b1ffa34,Cintami 20,ga sekali dua kali udah berkali-kali di php in go food. pesan makanan udh nunggu lama tapi g dpt driver. ga ada yg jemput makanan.,1,0,2026-05-10 15:00:58
Gojek,com.gojek.app,832d00c4-c7a4-4328-92d7-57d0f7156ae2,Isahaja Isah,cepet baik ramah,5,0,2026-05-10 14:55:17
Gojek,com.gojek.app,a6e97f4b-107d-4336-b632-cf212592e0bd,Tihat Alf,"makin kesini makin ga jelas ini aplikasi, nyediain fitur ongkir MURAAH tapi berjam jam ga dapet driver. kejadian udh bkn sekali duakali, komplen ke CS juga ga ada solusi. lu gausah nyediain fitur kek gini kalo ga bisa maksimalin pelayan lu, bikin orang nunggu-nunggu lama!!!!!!!",1,0,2026-05-10 14:42:33
Gojek,com.gojek.app,42cd3f74-d87c-4228-a3bf-95b9c5cef848,Made Suarya,pelayanan cepat no ribet,5,0,2026-05-10 14:33:59
Gojek,com.gojek.app,d53e3a7a-fc67-47bc-a7f4-0f7fdf8dfcbe,Revadha Stevanny,Gojek emang thebessss,5,0,2026-05-10 14:17:24
Gojek,com.gojek.app,935c4949-272e-41ca-ac0e-adcf15028662,Sahnaz Trianti,cpt kl ngirim yg sy order..makasih,5,0,2026-05-10 14:06:08
Gojek,com.gojek.app,cb4d3367-51f1-4db0-b3fb-f77f84140a66,Ismail Sidiq,"td nya berharap gojek makin maju,eh bukanya maju eh tambah menyengsarakan driver gojek potongan dari aplikasi gede driver ojol cuma dapet cape nya aja",1,0,2026-05-10 14:04:01
Gojek,com.gojek.app,5602abc5-23d9-42c6-b295-2180e0732285,Ade Firman Arief,Aplikaisnya Oke...,5,0,2026-05-10 13:50:56
Gojek,com.gojek.app,81ca1a16-9150-43eb-8f08-2105f0642178,Pardjin Driver,sangat oke,5,0,2026-05-10 13:45:31
Gojek,com.gojek.app,1dcbe011-7bc0-48b3-a609-601791c7efab,Triindah Wahyuni,"selalu tepat waktu ,Good Job 👍🏻",5,0,2026-05-10 13:29:53
Gojek,com.gojek.app,89856516-f487-48c3-a890-d4de7de82b55,arya admanegara,nyaman,5,0,2026-05-10 13:28:33
Gojek,com.gojek.app,8da6099c-ed81-48f2-aeb0-b1824b325ae4,Syifa Azzahra,mantap pelayanan prima,5,0,2026-05-10 13:25:38
Gojek,com.gojek.app,d1cfdcc5-ee5b-477d-a8a1-69a387b88157,Rudi Hermawanto,oke,5,0,2026-05-10 13:19:29
Gojek,com.gojek.app,cd2512c1-e200-486f-a000-7d7e1395c328,Deshinta Mirna Lestari,"mau liat resto pake filter terdekat, listnya keulang-ulang terus jadi gak bisa eksplor restonya. gak semua yang terdekat sih, kadang pakai yang ""aneka nasi"" juga listnya keulang-ulang lagi",1,9,2026-05-10 13:18:16
Gojek,com.gojek.app,d88dc275-141c-41ea-abb6-e51575cefa7d,Sar Di,pelayanannya aman dan cepat,5,0,2026-05-10 13:17:51
Gojek,com.gojek.app,6eec9428-5469-460d-b18b-f062269bdee8,Imaem Mam,semakin mahal ongkir gofood nya,2,0,2026-05-10 13:08:29
Gojek,com.gojek.app,e36fee08-b467-4459-b7f4-3038524e2d2a,Juleha Bie,memudah kan urusan makan,5,0,2026-05-10 12:54:47
Gojek,com.gojek.app,34aa994d-0a69-4972-b58d-d5302ed2f367,Adi Kurniawan,aplikasi kapitalis. pilih yg murah emang lama bgt dpt driver.,1,0,2026-05-10 12:53:05
Gojek,com.gojek.app,e9f16de7-397a-4787-93ea-2a00f86ebc93,Afina Nadhira,SAYA GABISA MASIK AKUNNYA UDH 2 MINGGU INI KARNA STAK DI FOTO MUKA PADAHAL DI APK LAINNYA BISA! ADA SALDO SAYA YG NGENDAP DISINI SOALNYA,1,0,2026-05-10 12:52:09
Gojek,com.gojek.app,6a2bcf7a-3c2d-40dd-951a-c3ede3ad6e77,Iwan Rahmat,its ok,4,0,2026-05-10 12:51:45
Gojek,com.gojek.app,2a73ea0b-8d3a-4fd7-b343-661f5f1da5e5,R Davidson,SANGAT BURUK! PESANAN GOFOOD SUDAH JADI DI RESTO TAPI TIDAK ADA DRIVER YANG AMBIL. TERUS DENGAN SANTAI NYA PIHAK GOJEK CANCEL. APLIKASI BOBROK,1,0,2026-05-10 12:46:37
Gojek,com.gojek.app,0fe8719f-348d-4393-b968-f91770341f71,Ari Satriani,"masih sering Error dan nggak bagus karna Sering Dpt Double Order sangat tidak Profesional dan SistemNya Jelek. Very2 Bad?,,,,,,,",1,0,2026-05-10 12:33:49
Gojek,com.gojek.app,402c365a-47fa-4370-9479-09f53da93de1,D'2N Din,seneng banyak discon dan voucher,5,0,2026-05-10 12:24:25
Gojek,com.gojek.app,7ff83db8-7871-4bfb-98f4-afb65889c19e,Nita Anita,lemot,1,0,2026-05-10 11:48:01
Gojek,com.gojek.app,184755a2-2987-4071-8cd1-21fca2ef950f,Nakama Haliya,"beberapa driver mu gak profesional noh, dh di taro depan gerbang sesuai titik masih nanya dimana, udah itu gak jalan jalan lagi, buat orang telat aja anj",2,0,2026-05-10 11:42:34
Gojek,com.gojek.app,8e0a7727-49d9-4386-90a2-0c62005ab7e6,Sri Wulandari,senang sekali sangat membantu transportasi saya,5,0,2026-05-10 11:39:57
Gojek,com.gojek.app,500f0c13-295c-4a64-8279-06e1221ba6a2,Muhammad Adam,SIOMAY AKANG KITCHEN SINGGAHRASA BANDOENG MANYARSAKTI KAWASAN UNRI ⭐⭐⭐⭐⭐,5,0,2026-05-10 11:35:47
Gojek,com.gojek.app,5f813f12-8d21-4b03-904f-8dbd85a75f75,Aditiya Saputra,boleh lah bang kasih fitur kalau yang suka bayar ditempat trus dicancel biar ojolnya ga rugi dong ada kasus nih di tiktok soalnya,5,0,2026-05-10 11:31:50
Gojek,com.gojek.app,2c565109-ba39-43ff-9c8d-b889573ab6f1,Kavka Kaka,keren dan fast,5,0,2026-05-10 11:22:50
Gojek,com.gojek.app,03b71a7b-f142-4d52-956c-9974ca5c713a,Yuli Tegas,Ok banget,5,0,2026-05-10 11:21:04
Gojek,com.gojek.app,2b191390-be68-4cc9-9565-58bddd6c8196,Anggita Riyan,"pengguna bertahun-tahun baru kali ini kecewa berat. pesan gocar, mobil malah menjauh, di chat nggak bls. nunggu sampe setengah jam.. pesan sampai 2x kejadian sama. mana kepotong biaya pembatalan.. gilak sihh ini mahh namanya pemerasan!!!!",1,0,2026-05-10 11:17:01
Gojek,com.gojek.app,416d4ce4-530c-4170-9610-cae4ce4c1dc2,Who Am i,🥰,5,0,2026-05-10 11:14:24
Gojek,com.gojek.app,a2900b6d-202f-4a17-9208-ac5c9aba83cc,roza erlinda,sumua fasilitas dan layanan bagus,5,0,2026-05-10 11:06:59
Gojek,com.gojek.app,5c46d0ec-e7b0-4ad1-b891-f4fcfb4f73eb,Ananda Al Jafar,soalnya potongan buat para gojek nya besar jadi 3 bintang aja,3,1,2026-05-10 10:54:42
Gojek,com.gojek.app,5f3d9c78-5082-45b2-89ec-71c32ebf8d65,Teguh Wijaya,tolong untuk para driver yang sering curang di kasih sanksi apa kek gitu jgn diem. aja ga mau lagi pake apk ini,1,0,2026-05-10 10:49:03
Gojek,com.gojek.app,adecc0b3-e935-4f79-b2b1-a419be7e940d,Aulia Rahmi,"Sejauh ini untuk aplikasi aman aja, cuma beberapa kali saya menemukan driver yang pelayanannya kurang banget, gamau berhenti di kanan lah, gamau pindahin rute lah, padahal jarak tempuh dan tujuannya sama, hanya rute yang dipindahkan, kemudian sepanjang jalan pengemudi nyerocos aja, ini komplen yang begini dimana si? kalo disini kayaknya kurang enak tapi saya mau lapor sih, beberapa kali lho, spesifikasinya itu gocar ya, saya jadi ga nyaman pake gocar karna ini",3,0,2026-05-10 10:44:25
Gojek,com.gojek.app,7ead14e2-5598-4327-8f32-fdf696b92591,Yuni,"driver udah dapet , udh nungguin mau berangkat kerja malah tiba2 dikensel drivernya. GOJEK GIMANA TUH DRIVER2 MU PADA MALAS KERJA! KALO GAMAU KERJA JANGAN JADI OJEK ONLINE! Mending pake aplikasi kuning , drivernya ramah2.",1,0,2026-05-10 10:39:32
Gojek,com.gojek.app,c586a035-c704-4725-beca-fe8ab5651581,Kasdi Oppo,"aman,tp tarifnya cepat berubah ....",5,0,2026-05-10 10:28:21
Gojek,com.gojek.app,f51337cc-f667-4737-ab74-f60f527f5ca9,Kaysia Wright,rekomendasi untuk transportasi,5,0,2026-05-10 09:52:46
Gojek,com.gojek.app,ba051006-51be-4ae9-9dc3-ba58c75415c5,viya yanti,garcep 🫶🏻,5,0,2026-05-10 09:34:10
Gojek,com.gojek.app,46cfafee-e401-4c12-a226-d21787298078,Muhammad Iqbal,aplikasinya membantu buat saya jika motor saya di pakai orang rumahh,5,0,2026-05-10 09:24:50
Gojek,com.gojek.app,23240796-2233-4d96-9e72-1f881548ee95,Yudi Hermawan,semoga semakin lebih baik,5,0,2026-05-10 09:19:46
Gojek,com.gojek.app,a0003e21-5891-44ba-b45a-bca2c7872278,fauzul Hakim,berguna,5,0,2026-05-10 09:19:25
Gojek,com.gojek.app,25ee80ce-6152-49af-8a68-2a2ea6d8b3b6,Sitti Ahadiyah,senang,5,0,2026-05-10 09:16:56
Gojek,com.gojek.app,e0de81ce-f7bd-4a91-bf62-77ffaee28e4d,jonson simanjuntak,sangat puas,5,0,2026-05-10 09:10:33
Gojek,com.gojek.app,c9ab68aa-5d51-4ada-981e-a9b9d691a40d,Budhy,"mudah, armada banyak, langsung pantau perjalanan",5,0,2026-05-10 08:42:34
Gojek,com.gojek.app,3939f8f8-f059-4b58-bf7d-f0ff2c598745,Basuki Rahardjo,jln nya bagus tidak ngebut dan rahmah mudah di ajak komonokasi.,4,0,2026-05-10 08:10:00
Gojek,com.gojek.app,b74b6cc6-6007-49dc-9c01-612bbf0c8f75,Jait Jait,cepat Dan tepat,5,0,2026-05-10 07:11:11
Gojek,com.gojek.app,24d38df1-a232-46d2-ab30-85f6c2085469,Bang Wira,Mantab jiwa,5,0,2026-05-10 06:54:11
Gojek,com.gojek.app,287dff1f-1c7a-469e-aed1-1894e6447142,API WAAKU,tidak sesuai estimasi,1,0,2026-05-10 06:43:22
Gojek,com.gojek.app,c1afd4b6-726e-4b17-b943-5036fac601dc,Muhammad Nawawi,Sebelumnya sangat membantu untuk perjalanan ko sekarang aprikasinya gx bisa di gunakan tolong aktifkan lagi,5,0,2026-05-10 06:20:48
Gojek,com.gojek.app,fe8db968-7ef8-4f9d-83d1-d9d1bc9cab7d,Gunawan Sinaga Pargojek,1000 x terimakasih,5,0,2026-05-10 06:18:05
